"activity_id","course_id","meeting_times","meeting_days","building","room","quarter"
"CSE416 AH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","12:30 PM - 1:20 PM","Th","DEN","210","AU 23"
"CSE474 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=f083f25a-7a01-47da-87d2-38967b7a26b8","10:50 AM - 1:00 PM","TTh","SIG","225","SU 23"
"CSE474 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=f083f25a-7a01-47da-87d2-38967b7a26b8","10:50 AM - 1:00 PM","TTh","SIG","225","SU 23"
"CSE490 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=fe57f558-40a4-472e-ad18-5d954661a2e0","10:30 AM - 12:30 PM","TTh","null","null","SU 23"
"CSE490 B","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=fe57f558-40a4-472e-ad18-5d954661a2e0","10:30 AM - 12:20 PM","TTh","null","null","SU 23"
"CSE490 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=fe57f558-40a4-472e-ad18-5d954661a2e0","10:30 AM - 12:30 PM","TTh","null","null","SU 23"
"CSE490 B","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=fe57f558-40a4-472e-ad18-5d954661a2e0","10:30 AM - 12:20 PM","TTh","null","null","SU 23"
"CSE490 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=fe57f558-40a4-472e-ad18-5d954661a2e0","10:30 AM - 12:30 PM","TTh","null","null","SU 23"
"CSE490 B","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=fe57f558-40a4-472e-ad18-5d954661a2e0","10:30 AM - 12:20 PM","TTh","null","null","SU 23"
"CSE496 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=422e4afa-74b9-4e25-b320-c484d16f0c23","null","null","null","null","SU 23"
"CSE496 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=422e4afa-74b9-4e25-b320-c484d16f0c23","null","null","null","null","SU 23"
"CSE498 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=bdffea95-f8fb-48da-ade5-3dc19357d010","null","null","null","null","SU 23"
"CSE498 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=bdffea95-f8fb-48da-ade5-3dc19357d010","null","null","null","null","SU 23"
"CSE499 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=e0ba37e9-1ddf-4fae-873b-0c5c590b14c8","null","null","null","null","SU 23"
"CSE499 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=e0ba37e9-1ddf-4fae-873b-0c5c590b14c8","null","null","null","null","SU 23"
"CSE600 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=1bbc1079-041d-4eaa-8462-af7b7053f3b5","null","null","null","null","SU 23"
"CSE600 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=1bbc1079-041d-4eaa-8462-af7b7053f3b5","null","null","null","null","SU 23"
"CSE601 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=e1f305c6-095e-4dcf-939d-79cf6e06eb7e","null","null","null","null","SU 23"
"CSE601 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=e1f305c6-095e-4dcf-939d-79cf6e06eb7e","null","null","null","null","SU 23"
"CSE700 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=88c5952e-40a6-402f-a9a3-0200e5538998","null","null","null","null","SU 23"
"CSE700 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=88c5952e-40a6-402f-a9a3-0200e5538998","null","null","null","null","SU 23"
"CSE800 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=62b11fec-fd97-40d2-bde2-5fbc25400537","null","null","null","null","SU 23"
"CSE800 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=62b11fec-fd97-40d2-bde2-5fbc25400537","null","null","null","null","SU 23"
